idx	Load [N]	Left Gap [μm]	Right Gap [μm]
27310	80.41079524330127	24023.381488016425	21432.98420239451
27311	79.81940589715703	24019.76431767762	21436.684026054343
27312	80.61408532330131	24019.435484015154	21431.339836344458
27313	81.53813109166532	24019.106650353482	21433.80638542438
27314	80.09661965733505	24021.737319668842	21431.75092785576
27315	78.93232181503879	24019.106650353482	21436.684026054343
27316	80.20750515934407	24022.72382067504	21435.861843013176
27317	80.87281814667222	24022.72382067504	21435.861843013176
27318	81.02066547143795	24022.06615333679	21431.339836344458
27319	80.59560440710118	24021.737319668842	21432.98420239451
27320	78.47029882565886	24019.76431767762	21432.573110880785
27321	77.36144356729665	24019.106650353482	21435.039659975235
27322	77.87890936927664	24018.777816692593	21422.295823299846
27323	79.93029140211229	24017.46248205686	21429.69547030731
27324	81.7229402355486	24018.777816692593	21428.46219578792
27325	81.77838297807796	24016.475981088293	21427.64001277903
27326	80.65104715560364	24019.76431767762	21431.75092785576
27327	79.43130662052573	24016.475981088293	21430.106561815384
27328	78.63662710420067	24017.46248205686	21437.917300622154
27329	78.87687905739693	24019.106650353482	21432.16201936787
27330	81.50116926249729	24019.76431767762	21437.917300622154
27331	83.49710785120448	24017.13364839989	21438.73948367139
27332	83.7003978713766	24022.394987005522	21431.75092785576
27333	80.5401616583045	24016.147147433672	21430.92874483396
27334	76.89942050798197	24014.831812823024	21428.46219578792
27335	75.91993155400587	24017.791315714618	21429.69547030731
27336	76.34499280958187	24015.48948012678	21429.69547030731
27337	79.11713100504488	24017.791315714618	21431.75092785576
27338	82.22192490775649	24016.8048147437	21428.05110428307
27339	83.57103149535772	24017.13364839989	21430.92874483396
27340	83.16445144608906	24019.76431767762	21428.05110428307
27341	82.16648216757261	24022.394987005522	21429.284378800043
27342	82.53610042993228	24024.696822708614	21434.217476940525
27343	81.90774937617243	24017.46248205686	21436.272934533357
27344	81.667497492726	24021.408486001674	21428.46219578792
27345	82.20344399439443	24016.147147433672	21435.861843013176
27346	81.74142114975774	24016.8048147437	21432.573110880785
27347	82.12952034062056	24017.791315714618	21431.75092785576
27348	83.44166511774898	24016.8048147437	21428.05110428307
27349	84.51355791284243	24017.46248205686	21429.284378800043
27350	83.97761152892383	24017.791315714618	21428.05110428307
27351	82.29584856087928	24015.818313779837	21424.351280775714
27352	79.85636773227299	24018.777816692593	21426.81782977336
27353	78.96928365330257	24020.421985004887	21430.106561815384
27354	79.24649743609672	24020.093151340858	21430.51765332427
27355	81.7229402355486	24018.777816692593	21432.16201936787
27356	85.86266420712201	24020.750818669705	21434.628568457476
27357	88.3575863537352	24020.093151340858	21434.217476940525
27358	88.39454815891492	24025.354490059406	21432.573110880785
27359	87.26721304321296	24022.394987005522	21430.92874483396
27360	86.25076324621875	24021.079652335295	21433.395293909045
27361	84.95709972722369	24025.02565638362	21426.81782977336
27362	84.88317609278715	24019.435484015154	21432.573110880785
27363	86.06595418175527	24016.8048147437	21435.039659975235
27364	86.58341955413425	24020.750818669705	21434.628568457476
27365	86.08443508834671	24022.394987005522	21435.861843013176
27366	85.95506874153	24017.791315714618	21433.395293909045
27367	85.93658783471284	24019.435484015154	21434.217476940525
27368	86.60190045982358	24022.394987005522	21433.80638542438
27369	87.45202208675983	24025.354490059406	21435.039659975235
27370	86.69430498778763	24022.394987005522	21434.628568457476
27371	87.1193658060617	24025.354490059406	21430.106561815384
27372	86.1029159949058	24026.99865845013	21434.217476940525
27373	84.69836700443233	24026.012157413345	21435.039659975235
27374	83.49710785120448	24025.683323735982	21437.09511757614
27375	83.03508506348084	24019.106650353482	21436.684026054343
27376	82.81331411816262	24020.421985004887	21434.217476940525
27377	82.51761951712342	24020.750818669705	21432.573110880785
27378	82.72090955623207	24022.72382067504	21432.573110880785
27379	85.16038971925718	24023.381488016425	21438.73948367139
27380	87.52594570327898	24026.340991091492	21439.150575197225
27381	87.52594570327898	24024.36798903439	21439.97275825131
27382	86.78670951494712	24026.012157413345	21438.328392146366
27383	87.41506027830752	24024.696822708614	21435.039659975235
27384	86.34316777724212	24024.039155360948	21433.395293909045
27385	84.56900064065911	24027.985159493983	21432.98420239451
27386	82.9057186792806	24025.354490059406	21433.80638542438
27387	82.33281038724533	24022.72382067504	21432.16201936787
27388	81.63053566401459	24020.421985004887	21433.395293909045
27389	82.33281038724533	24023.05265434534	21431.339836344458
27390	83.60799331723956	24021.408486001674	21433.395293909045
27391	84.01457334937902	24022.394987005522	21431.75092785576
27392	84.19938244971104	24024.039155360948	21433.395293909045
27393	84.62444336818459	24019.435484015154	21432.573110880785
27394	82.68394773123231	24027.656325811913	21431.75092785576
27395	79.8378868147314	24025.354490059406	21435.861843013176
27396	81.16851279411367	24024.36798903439	21436.272934533357
27397	83.71887878210674	24023.05265434534	21434.628568457476
27398	86.0105114617877	24021.408486001674	21437.50620909874
27399	86.1398778079274	24019.76431767762	21436.684026054343
27400	85.75177876476812	24020.750818669705	21431.75092785576
27401	84.88317609278715	24019.106650353482	21428.46219578792
27402	82.31432947407865	24019.435484015154	21433.395293909045
27403	82.29584856087928	24021.737319668842	21429.69547030731
27404	84.21786335956602	24020.750818669705	21432.573110880785
27405	83.7003978713766	24027.656325811913	21438.328392146366
27406	81.77838297807796	24021.408486001674	21435.4507514938
27407	81.75990206393419	24021.408486001674	21435.861843013176
27408	83.0535659753794	24021.079652335295	21432.573110880785
27409	87.02696128179736	24019.435484015154	21431.339836344458
27410	94.54868694338273	24027.656325811913	21431.339836344458
27411	98.00461319237877	24025.02565638362	21428.873287293576
27412	96.67398931199085	24024.696822708614	21433.80638542438
27413	91.0188359997806	24023.05265434534	21435.039659975235
27414	84.79077154901393	24026.66982477042	21434.628568457476
27415	77.82346660601371	24028.971660544892	21437.917300622154
27416	70.44957643586372	24023.710321688293	21438.328392146366
27417	64.55415665034303	24016.147147433672	21440.794941308624
27418	69.63641529009698	24016.8048147437	21439.97275825131
27419	79.26497835468717	24020.093151340858	21441.206032838498
27420	86.71278589328392	24017.46248205686	21435.039659975235
27421	89.83605846106525	24020.750818669705	21432.98420239451
27422	91.59174382320526	24017.13364839989	21433.80638542438
27423	89.37403594950996	24022.394987005522	21428.873287293576
27424	83.66343604981915	24020.093151340858	21431.339836344458
27425	80.29990974345168	24016.475981088293	21425.99564677092
27426	79.6900394732188	24015.818313779837	21428.873287293576
27427	80.5031998256099	24017.46248205686	21423.118006287776
27428	80.2629479099067	24020.750818669705	21423.940189278932
27429	79.06168824838755	24016.475981088293	21426.81782977336
27430	78.35941330515215	24017.13364839989	21432.16201936787
27431	77.93435213224353	24019.106650353482	21432.98420239451
27432	78.80295538008147	24020.093151340858	21436.272934533357
27433	79.8378868147314	24017.791315714618	21433.395293909045
27434	80.83585631515422	24019.106650353482	21430.92874483396
27435	83.18293235776036	24017.791315714618	21427.22892127579
27436	85.23431335175451	24019.76431767762	21421.88473180709
27437	85.27127516780934	24015.818313779837	21423.940189278932
27438	82.97964232758994	24016.475981088293	21426.81782977336
27439	81.39028377421067	24014.1741455224	21425.99564677092
27440	79.85636773227299	24016.475981088293	21429.284378800043
27441	77.49081002021268	24017.13364839989	21431.75092785576
27442	75.14373269431456	24014.50297917232	21437.917300622154
27443	75.43942750489333	24016.147147433672	21430.92874483396
27444	77.73106199991696	24017.46248205686	21430.106561815384
27445	78.78447446067048	24018.777816692593	21431.75092785576
27446	81.1869937093013	24019.76431767762	21431.75092785576
27447	83.6819169606141	24019.76431767762	21430.51765332427
27448	82.86875685493084	24015.818313779837	21424.351280775714
27449	80.22598607623092	24020.421985004887	21429.284378800043
27450	79.98573415414779	24015.818313779837	21423.52909778295
27451	82.35129130037961	24017.46248205686	21424.762372273308
27452	83.4231842065322	24017.791315714618	21425.58455527091
27453	81.90774937617243	24016.8048147437	21423.52909778295
27454	81.96319211772425	24017.13364839989	21425.99564677092
27455	81.35332194452087	24017.791315714618	21425.173463771705
27456	80.37383341014896	24017.791315714618	21426.81782977336
27457	79.20953559881735	24017.46248205686	21428.05110428307
27458	78.26700870382592	24023.710321688293	21432.573110880785
27459	78.41485606555341	24019.435484015154	21430.92874483396
27460	78.58118434498243	24024.039155360948	21430.51765332427
27461	79.78244406190987	24019.76431767762	21424.762372273308
27462	80.90977997805965	24019.435484015154	21425.173463771705
27463	80.96522272489574	24020.093151340858	21426.81782977336
27464	77.87890936927664	24020.421985004887	21427.22892127579
27465	75.16221362022424	24019.76431767762	21427.22892127579
27466	75.67967953224615	24017.791315714618	21425.173463771705
27467	77.30600080126698	24016.475981088293	21425.58455527091
27468	78.56270342517735	24017.46248205686	21423.118006287776
27469	79.874848649782	24014.1741455224	21423.52909778295
27470	79.24649743609672	24014.50297917232	21423.940189278932
27471	77.1211915790251	24019.76431767762	21428.46219578792
27472	75.75360323184464	24020.093151340858	21424.762372273308
27473	75.91993155400587	24017.791315714618	21425.58455527091
27474	75.18069454610071	24017.13364839989	21422.70691479341
27475	74.45993841234713	24017.791315714618	21420.240365844133
27476	76.80701589364526	24021.737319668842	21418.595999894067
27477	79.93029140211229	24013.18764457734	21420.240365844133
27478	80.94674180931634	24014.831812823024	21417.77381692387
27479	82.5915431681637	24012.201143639333	21421.473640315144
27480	82.57306225545244	24017.46248205686	21426.406738271737
27481	81.75990206393419	24015.48948012678	21425.99564677092
27482	79.93029140211229	24014.831812823024	21424.762372273308
27483	80.31839066017506	24016.8048147437	21423.52909778295
27484	81.27939828474956	24017.791315714618	21430.106561815384
27485	80.46623799278461	24016.147147433672	21428.873287293576
27486	79.3204211102618	24017.13364839989	21427.22892127579
27487	77.4353672548749	24017.791315714618	21425.58455527091
27488	77.62017647151436	24013.845311873265	21425.99564677092
27489	78.65510802387428	24017.46248205686	21425.99564677092
27490	79.85636773227299	24018.448983032482	21428.873287293576
27491	81.22395553957853	24016.475981088293	21426.81782977336
27492	81.74142114975774	24014.831812823024	21424.762372273308
27493	81.9447112039062	24013.516478224912	21424.351280775714
27494	82.42521495259109	24014.50297917232	21426.406738271737
27495	81.39028377421067	24016.475981088293	21422.70691479341
27496	78.93232181503879	24017.791315714618	21422.70691479341
27497	77.45384817668713	24010.22814178447	21422.295823299846
27498	76.71461127848335	24011.21464270838	21418.184908408562
27499	76.77005404767948	24009.57047450578	21417.77381692387
27500	77.25055803494058	24016.8048147437	21418.595999894067
27501	78.35941330515215	24015.16064647451	21420.65145733366
27502	77.56473370686837	24014.50297917232	21417.36272543998
27503	77.26903895708233	24016.475981088293	21417.77381692387
27504	77.74954292120213	24016.475981088293	21416.95163395689
27505	78.63662710420067	24014.1741455224	21417.36272543998
27506	78.24852778346201	24011.54347635125	21421.062548824
27507	77.60169554999862	24015.16064647451	21420.65145733366
27508	75.79056508144544	24009.57047450578	21421.473640315144
27509	76.34499280958187	24006.93980542235	21419.82927435541
27510	78.83991721880489	24008.912807230223	21420.65145733366
27511	79.65307763751304	24015.16064647451	21421.062548824
27512	79.37586386554136	24008.583973593624	21419.82927435541
27513	78.69206986312321	24014.831812823024	21419.41818286749
27514	77.87890936927664	24010.22814178447	21419.007091380372
27515	77.82346660601371	24013.845311873265	21415.30726803261
27516	79.59763488370868	24010.55697542499	21416.12945099314
27517	81.5566120062004	24013.18764457734	21423.940189278932
27518	80.87281814667222	24016.475981088293	21422.295823299846
27519	79.50523029337921	24014.1741455224	21423.118006287776
27520	79.50523029337921	24010.885809066294	21417.77381692387
27521	80.41079524330127	24009.241640867614	21419.82927435541
27522	78.87687905739693	24014.50297917232	21418.595999894067
27523	77.7865047636738	24014.831812823024	21421.062548824
27524	77.32448172330976	24013.18764457734	21414.485085075303
27525	77.23207711276581	24004.96680364266	21413.25181064538
27526	78.7475126217501	24011.8723099949	21414.89617655355
27527	80.9837036404424	24017.13364839989	21413.25181064538
27528	81.05762730230282	24015.16064647451	21414.073993597853
27529	80.37383341014896	24014.50297917232	21413.662902121214
